Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""2. Register/Field_BusinessName""), """")",Chrome 101.0.4951.54,,,2022-05-10 18:33:21,2022-05-10 18:33:22,1.193s,PASSED
"setText(findTestObject(""2. Register/Field_FullName""), """")",Chrome 101.0.4951.54,,,2022-05-10 18:33:22,2022-05-10 18:33:23,0.644s,PASSED
"setText(findTestObject(""2. Register/Field_BusinessEmail""), """")",Chrome 101.0.4951.54,,,2022-05-10 18:33:23,2022-05-10 18:33:24,0.639s,PASSED
"setText(findTestObject(""2. Register/Field_PhoneNum""), """")",Chrome 101.0.4951.54,,,2022-05-10 18:33:24,2022-05-10 18:33:24,0.640s,PASSED
"setText(findTestObject(""2. Register/Field_Password""), """")",Chrome 101.0.4951.54,,,2022-05-10 18:33:24,2022-05-10 18:33:25,0.641s,PASSED
"setText(findTestObject(""2. Register/Field_ConfirmPwd""), """")",Chrome 101.0.4951.54,,,2022-05-10 18:33:25,2022-05-10 18:33:26,0.645s,PASSED
"click(findTestObject(""2. Register/Button_RegisterMidtrans""))",Chrome 101.0.4951.54,,,2022-05-10 18:33:26,2022-05-10 18:33:26,0.363s,PASSED
delay(3),Chrome 101.0.4951.54,,,2022-05-10 18:33:26,2022-05-10 18:33:29,3.007s,PASSED
"verifyElementText(findTestObject(""2. Register/Failed_BusinessName""), ""Merchant name can't be blank"")",Chrome 101.0.4951.54,,,2022-05-10 18:33:29,2022-05-10 18:33:29,0.348s,PASSED
"verifyElementText(findTestObject(""2. Register/Failed_FullName""), ""Full name can't be blank"")",Chrome 101.0.4951.54,,,2022-05-10 18:33:29,2022-05-10 18:33:30,0.326s,PASSED
"verifyElementText(findTestObject(""2. Register/Failed_Email""), ""Email can't be blank"")",Chrome 101.0.4951.54,,,2022-05-10 18:33:30,2022-05-10 18:33:30,0.311s,PASSED
"verifyElementText(findTestObject(""2. Register/Failed_Phone""), ""Phone can't be blank"")",Chrome 101.0.4951.54,,,2022-05-10 18:33:30,2022-05-10 18:33:30,0.322s,PASSED
"verifyElementText(findTestObject(""2. Register/Failed_Password""), ""Password can't be blank"")",Chrome 101.0.4951.54,,,2022-05-10 18:33:30,2022-05-10 18:33:31,0.329s,PASSED
"verifyElementText(findTestObject(""2. Register/Failed_PasswordConfirm""), ""Password confirmation can't be blank"")",Chrome 101.0.4951.54,,,2022-05-10 18:33:31,2022-05-10 18:33:31,0.330s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-10 18:33:31,2022-05-10 18:33:32,0.652s,PASSED
