Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementClickable(findTestObject(""4. Payment/Payment_CC/Promo_Installment""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:53:42,2022-05-10 18:53:42,0.406s,PASSED
"verifyElementClickable(findTestObject(""4. Payment/Payment_CC/Promo_10Persen""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:53:42,2022-05-10 18:53:43,0.405s,PASSED
"verifyElementClickable(findTestObject(""4. Payment/Payment_CC/Promo_Midtrans""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:53:43,2022-05-10 18:53:43,0.422s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_MasterCard""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:53:43,2022-05-10 18:53:43,0.410s,PASSED
"verifyElementClickable(findTestObject(""4. Payment/Payment_CC/Promo_10Rupiah""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:53:43,2022-05-10 18:53:44,0.410s,PASSED
"enhancedClick(findTestObject(""4. Payment/Payment_CC/No_Promo""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:53:44,2022-05-10 18:54:15,30.965s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Down""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:15,2022-05-10 18:54:15,0.489s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_AmountMidtransPillow""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:54:15,2022-05-10 18:54:16,0.407s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Name_Summary""), Name)",Chrome 101.0.4951.54,,,2022-05-10 18:54:16,2022-05-10 18:54:16,0.404s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Addess_Summary""), Address_2)",Chrome 101.0.4951.54,,,2022-05-10 18:54:16,2022-05-10 18:54:17,0.411s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Phone_Summary""), Phone_2)",Chrome 101.0.4951.54,,,2022-05-10 18:54:17,2022-05-10 18:54:17,0.434s,PASSED
"total1 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_PopUp""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:54:17,2022-05-10 18:54:17,0.452s,PASSED
"total2 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_Summary""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:54:17,2022-05-10 18:54:18,0.407s,PASSED
"verifyEqual(total1, total2, STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:18,2022-05-10 18:54:18,0.008s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Up""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:18,2022-05-10 18:54:18,0.460s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_PayNow""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:18,2022-05-10 18:54:19,0.470s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/Verify_Amount_IssuingBank""), ""20000.00"")",Chrome 101.0.4951.54,,,2022-05-10 18:54:19,2022-05-10 18:54:20,1.114s,PASSED
"setEncryptedText(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/input_Password_PaRes""), ""4tAN/DuJV7Y="")",Chrome 101.0.4951.54,,,2022-05-10 18:54:20,2022-05-10 18:54:20,0.596s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/Button_OK""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:20,2022-05-10 18:54:21,0.990s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Success_TextPaymentSuccessful""), ""Payment successful"")",Chrome 101.0.4951.54,,,2022-05-10 18:54:21,2022-05-10 18:54:22,0.407s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Success_TotalPrice""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:54:22,2022-05-10 18:54:22,0.408s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_Success_OrderID""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:22,2022-05-10 18:54:23,0.405s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_Success_Redirectingbackautomatically_in1second""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:23,2022-05-10 18:54:23,0.409s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/Button_BackToMerchantsWeb""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:23,2022-05-10 18:54:24,0.472s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_ThankYou""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:24,2022-05-10 18:54:24,0.459s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-10 18:54:24,2022-05-10 18:54:25,0.707s,PASSED
,,,,,,,
Test Cases/SmallProject1_Version2/TC35_UserSuccessPaidUsingCC_WithPromoInstallment,Chrome 101.0.4951.54,,,2022-05-10 18:54:25,2022-05-10 18:55:26,1m - 1.367s,PASSED
"callTestCase(findTestCase(""SmallProject1_Version2/TC32_UserSuccessCheckout""), [:], STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:25,2022-05-10 18:54:36,11.269s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Title_CC""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:36,2022-05-10 18:54:37,0.405s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Logo_CC""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:37,2022-05-10 18:54:37,0.408s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/a_CreditDebit CardPay with Visa, MasterCard, JCB, or Amexpromo""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:37,2022-05-10 18:54:38,0.548s,PASSED
delay(1),Chrome 101.0.4951.54,,,2022-05-10 18:54:38,2022-05-10 18:54:39,1.016s,PASSED
takeFullPageScreenshot(),Chrome 101.0.4951.54,,,2022-05-10 18:54:39,2022-05-10 18:54:39,0.502s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Header_CreditDebitCard""), ""Credit/debit card"")",Chrome 101.0.4951.54,,,2022-05-10 18:54:39,2022-05-10 18:54:40,0.413s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_Installment""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:40,2022-05-10 18:54:40,0.424s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_10Persen""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:40,2022-05-10 18:54:40,0.410s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_Midtrans""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:40,2022-05-10 18:54:41,0.424s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_MasterCard""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:41,2022-05-10 18:54:41,0.410s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_10Rupiah""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:41,2022-05-10 18:54:42,0.408s,PASSED
"verifyElementClickable(findTestObject(""4. Payment/Payment_CC/No_Promo""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:42,2022-05-10 18:54:42,0.409s,PASSED
"setText(findTestObject(""4. Payment/Payment_CC/Field_CardNumber""), findTestData(""Success_CardNumber"").getValue(1, 1))",Chrome 101.0.4951.54,,,2022-05-10 18:54:42,2022-05-10 18:54:43,0.598s,PASSED
"setText(findTestObject(""4. Payment/Payment_CC/Field_ExpireDate""), findTestData(""Success_CardNumber"").getValue(2, 1))",Chrome 101.0.4951.54,,,2022-05-10 18:54:43,2022-05-10 18:54:43,0.514s,PASSED
"setText(findTestObject(""4. Payment/Payment_CC/Field_CVV""), findTestData(""Success_CardNumber"").getValue(3, 1))",Chrome 101.0.4951.54,,,2022-05-10 18:54:43,2022-05-10 18:54:44,0.517s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Banner_Visa_AfterInputCardNumber""))",Chrome 101.0.4951.54,,,2022-05-10 18:54:44,2022-05-10 18:54:44,0.409s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_MasterCard""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:44,2022-05-10 18:54:44,0.407s,PASSED
"enhancedClick(findTestObject(""4. Payment/Payment_CC/Promo_Installment""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:54:44,2022-05-10 18:55:15,30.942s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Down""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:15,2022-05-10 18:55:16,0.486s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_AmountMidtransPillow""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:16,2022-05-10 18:55:16,0.406s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_Summary""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:16,2022-05-10 18:55:17,0.406s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Promo""), ""Rp5.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:17,2022-05-10 18:55:17,0.408s,PASSED
"total1 = verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Total_AfterPromo""), ""Rp15.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:17,2022-05-10 18:55:17,0.408s,PASSED
"total2 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_PopUp""), ""Rp15.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:17,2022-05-10 18:55:18,0.410s,PASSED
"verifyEqual(total1, total2, STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:18,2022-05-10 18:55:18,0.002s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Name_Summary""), Name)",Chrome 101.0.4951.54,,,2022-05-10 18:55:18,2022-05-10 18:55:18,0.419s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Addess_Summary""), Address_2)",Chrome 101.0.4951.54,,,2022-05-10 18:55:18,2022-05-10 18:55:19,0.408s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Phone_Summary""), Phone_2)",Chrome 101.0.4951.54,,,2022-05-10 18:55:19,2022-05-10 18:55:19,0.421s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Up""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:19,2022-05-10 18:55:20,0.452s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_PayNow""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:20,2022-05-10 18:55:20,0.454s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/Verify_Amount_IssuingBank""), ""15000.00"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:20,2022-05-10 18:55:21,1.212s,PASSED
"setEncryptedText(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/input_Password_PaRes""), ""4tAN/DuJV7Y="")",Chrome 101.0.4951.54,,,2022-05-10 18:55:21,2022-05-10 18:55:22,0.550s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/Button_OK""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:22,2022-05-10 18:55:23,1.004s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Success_TextPaymentSuccessful""), ""Payment successful"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:23,2022-05-10 18:55:23,0.409s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Success_TotalPrice""), ""Rp15.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:23,2022-05-10 18:55:24,0.425s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_Success_OrderID""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:24,2022-05-10 18:55:24,0.411s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_Success_Redirectingbackautomatically_in1second""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:24,2022-05-10 18:55:24,0.410s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/Button_BackToMerchantsWeb""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:24,2022-05-10 18:55:25,0.474s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_ThankYou""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:25,2022-05-10 18:55:25,0.446s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-10 18:55:25,2022-05-10 18:55:26,0.680s,PASSED
,,,,,,,
Test Cases/SmallProject1_Version2/TC36_UserSuccessPaidUsingCC_WithPromo10Percent,Chrome 101.0.4951.54,,,2022-05-10 18:55:26,2022-05-10 18:56:27,1m - 1.070s,PASSED
"callTestCase(findTestCase(""SmallProject1_Version2/TC32_UserSuccessCheckout""), [:], STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:26,2022-05-10 18:55:38,11.218s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Title_CC""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:38,2022-05-10 18:55:38,0.406s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Logo_CC""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:38,2022-05-10 18:55:38,0.411s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/a_CreditDebit CardPay with Visa, MasterCard, JCB, or Amexpromo""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:38,2022-05-10 18:55:39,0.538s,PASSED
delay(1),Chrome 101.0.4951.54,,,2022-05-10 18:55:39,2022-05-10 18:55:40,1.014s,PASSED
takeFullPageScreenshot(),Chrome 101.0.4951.54,,,2022-05-10 18:55:40,2022-05-10 18:55:40,0.519s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Header_CreditDebitCard""), ""Credit/debit card"")",Chrome 101.0.4951.54,,,2022-05-10 18:55:40,2022-05-10 18:55:41,0.411s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_Installment""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:41,2022-05-10 18:55:41,0.414s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_10Persen""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:41,2022-05-10 18:55:42,0.407s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_Midtrans""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:42,2022-05-10 18:55:42,0.411s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_MasterCard""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:42,2022-05-10 18:55:42,0.408s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_10Rupiah""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:42,2022-05-10 18:55:43,0.408s,PASSED
"verifyElementClickable(findTestObject(""4. Payment/Payment_CC/No_Promo""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:43,2022-05-10 18:55:43,0.410s,PASSED
"setText(findTestObject(""4. Payment/Payment_CC/Field_CardNumber""), findTestData(""Success_CardNumber"").getValue(1, 1))",Chrome 101.0.4951.54,,,2022-05-10 18:55:43,2022-05-10 18:55:44,0.596s,PASSED
"setText(findTestObject(""4. Payment/Payment_CC/Field_ExpireDate""), findTestData(""Success_CardNumber"").getValue(2, 1))",Chrome 101.0.4951.54,,,2022-05-10 18:55:44,2022-05-10 18:55:44,0.520s,PASSED
"setText(findTestObject(""4. Payment/Payment_CC/Field_CVV""), findTestData(""Success_CardNumber"").getValue(3, 1))",Chrome 101.0.4951.54,,,2022-05-10 18:55:44,2022-05-10 18:55:45,0.505s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Banner_Visa_AfterInputCardNumber""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:45,2022-05-10 18:55:45,0.404s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_MasterCard""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:55:45,2022-05-10 18:55:46,0.389s,PASSED
"enhancedClick(findTestObject(""4. Payment/Payment_CC/Promo_10Persen""))",Chrome 101.0.4951.54,,,2022-05-10 18:55:46,2022-05-10 18:56:17,30.908s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Down""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:17,2022-05-10 18:56:17,0.469s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_AmountMidtransPillow""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:17,2022-05-10 18:56:18,0.423s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_Summary""), ""Rp20.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:18,2022-05-10 18:56:18,0.409s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Promo""), ""Rp2.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:18,2022-05-10 18:56:18,0.407s,PASSED
"total1 = verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Total_AfterPromo""), ""Rp18.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:18,2022-05-10 18:56:19,0.408s,PASSED
"total2 = verifyElementText(findTestObject(""5. PopUp Detail/Verify_TotalAmount_PopUp""), ""Rp18.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:19,2022-05-10 18:56:19,0.409s,PASSED
"verifyEqual(total1, total2, STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:56:19,2022-05-10 18:56:19,0.001s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Name_Summary""), Name)",Chrome 101.0.4951.54,,,2022-05-10 18:56:19,2022-05-10 18:56:20,0.407s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Addess_Summary""), Address_2)",Chrome 101.0.4951.54,,,2022-05-10 18:56:20,2022-05-10 18:56:20,0.409s,PASSED
"verifyElementText(findTestObject(""5. PopUp Detail/Verify_Phone_Summary""), Phone_2)",Chrome 101.0.4951.54,,,2022-05-10 18:56:20,2022-05-10 18:56:20,0.405s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_Float_Up""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:20,2022-05-10 18:56:21,0.455s,PASSED
"click(findTestObject(""5. PopUp Detail/Button_PayNow""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:21,2022-05-10 18:56:21,0.458s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/Verify_Amount_IssuingBank""), ""18000.00"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:21,2022-05-10 18:56:22,1.022s,PASSED
"setEncryptedText(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/input_Password_PaRes""), ""4tAN/DuJV7Y="")",Chrome 101.0.4951.54,,,2022-05-10 18:56:22,2022-05-10 18:56:23,0.550s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/a_IssuingBank/Button_OK""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:23,2022-05-10 18:56:24,0.976s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Success_TextPaymentSuccessful""), ""Payment successful"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:24,2022-05-10 18:56:24,0.406s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Verify_Success_TotalPrice""), ""Rp18.000"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:24,2022-05-10 18:56:25,0.408s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_Success_OrderID""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:25,2022-05-10 18:56:25,0.406s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_Success_Redirectingbackautomatically_in1second""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:25,2022-05-10 18:56:25,0.406s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/Button_BackToMerchantsWeb""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:25,2022-05-10 18:56:26,0.470s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Verify_ThankYou""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:56:26,2022-05-10 18:56:26,0.539s,PASSED
closeBrowser(),Chrome 101.0.4951.54,,,2022-05-10 18:56:26,2022-05-10 18:56:27,0.694s,PASSED
,,,,,,,
Test Cases/SmallProject1_Version2/TC37_UserSuccessPaidUsingCC_WithPromoMidtrans,Chrome 101.0.4951.54,,,2022-05-10 18:56:27,2022-05-10 18:57:54,1m - 27.159s,FAILED
"callTestCase(findTestCase(""SmallProject1_Version2/TC32_UserSuccessCheckout""), [:], STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:56:27,2022-05-10 18:56:39,11.298s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Title_CC""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:39,2022-05-10 18:56:39,0.423s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_CC/Logo_CC""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:39,2022-05-10 18:56:40,0.440s,PASSED
"click(findTestObject(""4. Payment/Payment_CC/a_CreditDebit CardPay with Visa, MasterCard, JCB, or Amexpromo""))",Chrome 101.0.4951.54,,,2022-05-10 18:56:40,2022-05-10 18:56:40,0.544s,PASSED
delay(1),Chrome 101.0.4951.54,,,2022-05-10 18:56:40,2022-05-10 18:56:41,1.004s,PASSED
takeFullPageScreenshot(),Chrome 101.0.4951.54,,,2022-05-10 18:56:41,2022-05-10 18:56:42,0.518s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_CC/Header_CreditDebitCard""), ""Credit/debit card"")",Chrome 101.0.4951.54,,,2022-05-10 18:56:42,2022-05-10 18:56:42,0.413s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_Installment""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:56:42,2022-05-10 18:56:42,0.405s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_10Persen""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:56:42,2022-05-10 18:56:43,0.409s,PASSED
"verifyElementNotClickable(findTestObject(""4. Payment/Payment_CC/Promo_Midtrans""), STOP_ON_FAILURE)",Chrome 101.0.4951.54,,,2022-05-10 18:56:43,2022-05-10 18:56:43,0.413s,PASSED
