Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step3_Akulaku""), ""Login to your Akulaku account."")",Chrome 101.0.4951.54,,,2022-05-10 19:51:14,2022-05-10 19:51:15,0.408s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step4_Akulaku""), ""Enter the verification code (OTP) that has been sent to your mobile number, then click Next."")",Chrome 101.0.4951.54,,,2022-05-10 19:51:15,2022-05-10 19:51:15,0.409s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Step5_Akulaku""), ""Confirm and finish your payment."")",Chrome 101.0.4951.54,,,2022-05-10 19:51:15,2022-05-10 19:51:15,0.408s,PASSED
"click(findTestObject(""4. Payment/Payment_eWallet/Button_PayNow""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:15,2022-05-10 19:51:16,0.456s,PASSED
"setText(findTestObject(""4. Payment/Payment_Akulaku/Field_Phone_Akulaku""), findTestData(""Akulaku_PhoneNumber"").getValue(1, 1))",Chrome 101.0.4951.54,,,2022-05-10 19:51:16,2022-05-10 19:51:18,2.092s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Next""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:18,2022-05-10 19:51:18,0.430s,PASSED
"verifyElementVisible(findTestObject(""4. Payment/Payment_Akulaku/Verify_RefNo""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:18,2022-05-10 19:51:19,0.323s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_Pay""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:19,2022-05-10 19:51:19,0.436s,PASSED
"verifyElementText(findTestObject(""4. Payment/Payment_Akulaku/Verify_Trx_Success""), ""Transaction is Successful"")",Chrome 101.0.4951.54,,,2022-05-10 19:51:19,2022-05-10 19:51:20,0.537s,PASSED
"click(findTestObject(""4. Payment/Payment_Akulaku/Button_BackToMerchant""))",Chrome 101.0.4951.54,,,2022-05-10 19:51:20,2022-05-10 19:51:21,1.058s,PASSED
delay(3),Chrome 101.0.4951.54,,,2022-05-10 19:51:21,2022-05-10 19:51:24,3.006s,PASSED
url = getUrl(),Chrome 101.0.4951.54,,,2022-05-10 19:51:24,2022-05-10 19:51:24,0.016s,PASSED
"verifyEqual(url, ""https://demo.midtrans.com/"")",Chrome 101.0.4951.54,,,2022-05-10 19:51:24,2022-05-10 19:51:24,0.015s,FAILED
